claim_id,claim_date,sale_id,product_id,repair_status
6474,2025-08-12,228685,P-1079,Rejected
6475,2023-10-16,354202,P-1058,Rejected
6476,2025-08-17,321772,P-1078,Replaced
6478,2023-07-03,173449,P-1050,Repaired
6480,2023-07-07,118729,P-1050,Rejected
6482,2024-09-28,145188,P-1073,Repaired
6483,2025-12-16,91295,P-1095,Repaired
6484,2025-08-26,162647,P-1072,Pending
6485,2025-06-29,166687,P-1085,Repaired
6486,2024-03-04,46640,P-1068,Repaired
6487,2024-08-14,14709,P-1065,Rejected
6489,2024-05-05,80962,P-1068,Repaired
6492,2025-01-08,20637,P-1070,Replaced
6493,2025-06-13,257131,P-1079,Replaced
6494,2025-07-18,162933,P-1062,Repaired
6495,2025-05-28,157093,P-1088,Repaired
6497,2023-08-21,520,P-1068,Rejected
6499,2024-08-09,126453,P-1065,Rejected
6502,2024-07-15,351362,P-1066,Repaired
6503,2025-01-19,107044,P-1086,Repaired
6504,2023-06-02,97766,P-1057,Repaired
6505,2023-02-14,330318,P-1053,Replaced
6506,2025-06-23,100070,P-1086,Repaired
6507,2025-01-21,112067,P-1081,Repaired
6509,2023-08-09,144420,P-1052,Repaired
6510,2025-11-05,81515,P-1103,Rejected
6511,2025-01-21,92505,P-1085,Repaired
6512,2023-09-27,182483,P-1064,Repaired
6513,2025-05-09,118124,P-1087,Repaired
6514,2025-12-12,300741,P-1090,Replaced
6515,2025-10-07,4002,P-1074,Repaired
6517,2025-04-14,323438,P-1086,Repaired
6518,2025-01-06,273444,P-1086,Repaired
6519,2025-12-18,222491,P-1100,Rejected
6520,2023-07-12,124632,P-1049,Repaired
6521,2025-11-04,36590,P-1104,Pending
6522,2025-11-17,272677,P-1102,Repaired
6524,2025-02-27,240112,P-1076,Repaired
6525,2024-12-26,206232,P-1091,Repaired
6527,2025-01-01,337806,P-1086,Repaired
6528,2025-05-04,80007,P-1076,Repaired
6529,2025-12-19,358333,P-1106,Repaired
6530,2025-11-30,188324,P-1070,Replaced
6531,2025-01-20,237442,P-1078,Repaired
6532,2023-11-05,308120,P-1053,Repaired
6533,2025-08-01,181655,P-1074,Repaired
6534,2024-05-19,242782,P-1068,Repaired
6535,2024-01-30,320311,P-1067,Pending
6536,2025-04-10,191484,P-1084,Repaired
6537,2024-10-24,277592,P-1084,Replaced
6540,2024-10-15,146933,P-1075,Rejected
6541,2024-10-13,134701,P-1064,Repaired
6543,2025-01-14,282608,P-1074,Repaired
6544,2024-06-24,299251,P-1065,Repaired
6545,2023-08-30,214214,P-1051,Repaired
6547,2025-02-16,101445,P-1088,Pending
6548,2025-07-25,114695,P-1075,Replaced
6549,2024-09-20,122425,P-1087,Replaced
6550,2025-08-30,343558,P-1088,Repaired
6551,2025-02-06,50143,P-1066,Repaired
6553,2024-04-07,29378,P-1068,Repaired
6554,2024-11-11,267817,P-1093,Repaired
6555,2025-12-20,347583,P-1094,Replaced
6556,2025-06-26,343022,P-1095,Repaired
6557,2025-05-15,192986,P-1078,Repaired
6558,2024-10-10,351394,P-1081,Repaired
6559,2024-12-23,360512,P-1076,Replaced
6561,2024-08-25,173285,P-1067,Repaired
6562,2025-07-02,74894,P-1076,Repaired
6563,2025-02-17,329929,P-1078,Repaired
6564,2025-06-16,319829,P-1085,Pending
6565,2025-12-03,23849,P-1089,Rejected
6566,2025-07-23,58948,P-1103,Repaired
6567,2025-12-25,67072,P-1101,Pending
6568,2025-02-26,163317,P-1079,Repaired
6569,2025-11-19,268586,P-1088,Repaired
6571,2025-11-03,162339,P-1094,Repaired
6572,2023-10-07,277417,P-1068,Rejected
6573,2025-03-15,250058,P-1085,Repaired
6575,2025-08-13,22009,P-1093,Pending
6576,2025-10-17,241505,P-1103,Repaired
6577,2023-04-22,119735,P-1051,Repaired
6578,2025-06-23,161814,P-1080,Repaired
6580,2025-08-30,124992,P-1085,Repaired
6581,2025-10-18,182144,P-1097,Repaired
6582,2024-02-24,88667,P-1067,Repaired
6583,2024-06-16,359079,P-1068,Replaced
6584,2025-08-18,98084,P-1079,Repaired
6585,2025-09-22,63120,P-1084,Rejected
6588,2025-02-25,153537,P-1086,Pending
6590,2024-06-14,236229,P-1063,Replaced
6591,2025-01-16,200947,P-1084,Repaired
6592,2024-09-06,230744,P-1088,Repaired
6593,2025-10-31,211049,P-1102,Pending
6594,2025-02-19,280650,P-1088,Repaired
6596,2024-08-30,274530,P-1072,Repaired
6598,2025-06-06,269380,P-1088,Rejected
6600,2025-07-08,130041,P-1080,Pending
6602,2025-10-03,149239,P-1049,Repaired
6604,2025-10-23,330871,P-1061,Repaired
6605,2025-05-01,85326,P-1050,Replaced
6607,2025-11-04,323686,P-1104,Replaced
6608,2025-08-10,319278,P-1104,Repaired
6609,2025-10-29,103659,P-1091,Repaired
6610,2024-08-11,285947,P-1065,Repaired
6611,2025-05-30,74738,P-1086,Replaced
6612,2025-12-13,232460,P-1083,Pending
6613,2023-03-02,36248,P-1052,Repaired
6616,2025-02-23,254737,P-1067,Repaired
6617,2024-10-20,184833,P-1068,Repaired
6619,2024-03-16,347998,P-1067,Repaired
6622,2025-12-08,83753,P-1049,Repaired
6624,2025-11-04,158243,P-1102,Pending
6625,2025-05-28,131081,P-1085,Replaced
6626,2025-03-02,256374,P-1077,Repaired
6627,2025-10-14,105489,P-1101,Repaired
6628,2024-12-26,92747,P-1072,Repaired
6629,2024-10-12,175692,P-1075,Repaired
6632,2023-11-28,327388,P-1050,Repaired
6634,2025-07-21,229512,P-1063,Repaired
6635,2025-12-25,192126,P-1101,Repaired
6636,2024-11-07,285558,P-1052,Replaced
6637,2023-09-24,6096,P-1068,Pending
6638,2025-01-16,9219,P-1067,Replaced
6639,2024-03-17,126109,P-1066,Repaired
6640,2024-09-04,157490,P-1066,Repaired
6642,2025-06-01,306865,P-1086,Repaired
6643,2024-12-07,86689,P-1088,Replaced
6644,2023-10-07,224125,P-1061,Replaced
6645,2024-05-17,1661,P-1068,Repaired
6646,2025-11-15,89985,P-1076,Pending
6649,2025-10-28,178705,P-1085,Repaired
6650,2023-10-25,216479,P-1053,Repaired
6651,2025-05-09,217974,P-1086,Replaced
6652,2024-04-16,244152,P-1067,Repaired
6653,2023-04-12,361863,P-1051,Pending
6654,2024-04-27,131805,P-1067,Repaired
6655,2025-07-04,319931,P-1104,Replaced
6656,2025-06-24,265675,P-1050,Rejected
6657,2025-06-29,219373,P-1086,Pending
6659,2024-05-13,51348,P-1059,Repaired
6661,2025-10-27,163659,P-1102,Replaced
6662,2024-10-09,18298,P-1064,Repaired
6663,2025-02-05,166690,P-1076,Repaired
6664,2025-05-25,87616,P-1082,Repaired
6665,2025-03-21,66929,P-1078,Repaired
6666,2025-12-05,65211,P-1089,Rejected
6667,2025-10-10,170789,P-1089,Repaired
6668,2025-04-17,102160,P-1079,Repaired
6669,2025-05-09,76849,P-1077,Repaired
6671,2023-12-31,281770,P-1058,Replaced
6674,2024-07-05,225271,P-1065,Repaired
6676,2025-07-31,52692,P-1093,Repaired
6677,2025-08-24,133879,P-1060,Repaired
6678,2024-11-19,56873,P-1066,Repaired
6680,2024-12-10,241101,P-1070,Repaired
6681,2025-01-28,337949,P-1077,Replaced
6682,2025-12-09,179965,P-1094,Rejected
6683,2023-09-21,94864,P-1066,Repaired
6684,2025-03-24,43572,P-1085,Replaced
6685,2024-10-17,96679,P-1067,Pending
6686,2025-02-19,43390,P-1083,Repaired
6688,2025-04-10,342669,P-1085,Repaired
6689,2025-05-25,332426,P-1088,Repaired
6690,2025-05-16,312285,P-1053,Repaired
6691,2025-02-22,174133,P-1079,Repaired
6694,2025-03-19,90758,P-1094,Repaired
6696,2025-03-12,88363,P-1051,Repaired
6698,2024-12-22,209085,P-1079,Repaired
6699,2025-07-05,212446,P-1096,Repaired
6700,2023-06-03,348715,P-1053,Repaired
6701,2025-04-18,50728,P-1087,Repaired
6702,2024-03-27,153526,P-1061,Repaired
6703,2023-02-14,235405,P-1051,Rejected
6704,2024-11-28,174533,P-1085,Replaced
6705,2023-10-02,59957,P-1053,Repaired
6707,2024-11-16,234638,P-1086,Repaired
6709,2025-11-22,235843,P-1081,Replaced
6710,2025-11-28,122782,P-1102,Repaired
6713,2024-05-06,312380,P-1065,Repaired
6714,2025-05-31,45269,P-1083,Replaced
6715,2025-04-17,185410,P-1085,Rejected
6716,2025-12-20,109006,P-1084,Repaired
6718,2025-12-26,175180,P-1089,Replaced
6719,2025-09-21,292766,P-1086,Repaired
6720,2023-05-07,29982,P-1050,Rejected
6722,2025-05-30,126128,P-1080,Repaired
6723,2025-06-16,37798,P-1078,Repaired
6724,2025-11-03,179122,P-1057,Repaired
6726,2025-12-03,224693,P-1094,Repaired
6727,2023-10-20,29585,P-1055,Rejected
6728,2025-12-08,23826,P-1086,Repaired
6729,2025-11-17,337386,P-1092,Replaced
6730,2025-03-12,202548,P-1092,Repaired
6731,2023-10-30,259607,P-1065,Pending
6734,2023-10-27,350630,P-1058,Repaired
6736,2025-09-22,8335,P-1103,Repaired
6737,2025-11-26,64630,P-1106,Repaired
6739,2024-01-24,344918,P-1065,Repaired
6740,2025-03-18,239315,P-1081,Repaired
6741,2025-03-07,196098,P-1095,Replaced
6742,2025-12-13,116953,P-1104,Pending
6744,2023-10-20,312058,P-1065,Repaired
6745,2025-06-18,303755,P-1056,Pending
6746,2023-03-27,121871,P-1052,Repaired
6747,2024-01-12,158591,P-1066,Repaired
6748,2025-05-18,136240,P-1089,Repaired
6749,2025-05-01,295931,P-1052,Pending
6750,2024-11-05,287545,P-1079,Replaced
6751,2022-12-26,206419,P-1052,Repaired
6753,2025-04-15,121856,P-1083,Repaired
6754,2023-02-20,322768,P-1053,Repaired
6755,2024-09-18,357953,P-1059,Replaced
6756,2025-05-07,72123,P-1088,Replaced
6758,2024-02-22,137292,P-1067,Repaired
6759,2023-05-21,95246,P-1052,Repaired
6760,2024-10-30,38422,P-1086,Repaired
6761,2023-07-06,161022,P-1060,Repaired
6762,2024-01-26,350939,P-1065,Repaired
6764,2025-05-25,118205,P-1088,Pending
6765,2024-07-01,271229,P-1072,Repaired
6766,2023-12-19,251512,P-1065,Replaced
6767,2025-12-12,252481,P-1088,Repaired
6768,2025-12-06,250258,P-1104,Repaired
6769,2024-06-03,122398,P-1066,Repaired
6771,2025-07-27,87889,P-1090,Repaired
6772,2023-06-24,288072,P-1050,Repaired
6774,2024-11-14,97789,P-1077,Repaired
6775,2024-03-12,74881,P-1065,Repaired
6776,2025-09-16,314550,P-1055,Repaired
6777,2025-07-28,53852,P-1104,Replaced
6778,2025-04-08,227567,P-1085,Repaired
6779,2025-12-10,98060,P-1053,Repaired
6780,2024-07-02,255990,P-1053,Replaced
6781,2025-01-18,119964,P-1074,Replaced
6782,2024-03-27,3366,P-1061,Repaired
6783,2025-03-20,211671,P-1067,Rejected
6785,2024-03-26,7599,P-1068,Repaired
6786,2025-01-19,73522,P-1087,Repaired
6789,2023-07-27,205759,P-1053,Replaced
6790,2023-12-25,142747,P-1067,Replaced
6794,2023-08-21,103831,P-1053,Replaced
6797,2025-07-31,14668,P-1066,Rejected
6798,2024-09-11,113343,P-1063,Repaired
6803,2024-05-12,303041,P-1066,Repaired
6805,2024-04-27,144468,P-1067,Replaced
6806,2025-08-31,16256,P-1094,Repaired
6807,2024-11-22,183311,P-1053,Repaired
6808,2023-10-17,191266,P-1052,Repaired
6809,2025-03-24,96994,P-1090,Repaired
6811,2025-10-13,208401,P-1087,Repaired
6813,2025-02-27,254165,P-1087,Repaired
6814,2025-05-07,58913,P-1076,Pending
6815,2024-04-01,284615,P-1066,Replaced
6818,2024-11-09,166871,P-1084,Repaired
6820,2024-01-19,32726,P-1055,Repaired
6821,2025-09-01,152738,P-1075,Replaced
6822,2025-10-08,32591,P-1106,Repaired
6823,2024-08-09,321098,P-1066,Repaired
6824,2025-05-04,232590,P-1085,Replaced
6827,2025-12-29,305439,P-1104,Replaced
6828,2024-09-30,123129,P-1068,Repaired
6829,2025-01-28,176874,P-1070,Repaired
6830,2024-01-05,310401,P-1062,Replaced
6831,2024-04-28,265692,P-1063,Repaired
6832,2025-05-03,38068,P-1087,Pending
6837,2025-09-04,170490,P-1087,Replaced
6838,2023-10-27,210469,P-1067,Replaced
6840,2023-10-04,144754,P-1057,Pending
6841,2025-02-24,49065,P-1085,Repaired
6842,2023-10-21,265540,P-1053,Repaired
6844,2025-03-02,311596,P-1084,Repaired
6847,2023-02-22,37189,P-1050,Rejected
6848,2024-12-16,227798,P-1092,Repaired
6849,2024-06-08,202259,P-1070,Repaired
6850,2025-07-03,360078,P-1078,Repaired
6852,2024-12-10,185142,P-1088,Repaired
6853,2025-06-20,87325,P-1086,Replaced
6854,2025-11-30,30706,P-1081,Replaced
6855,2023-09-10,157125,P-1051,Repaired
6856,2024-03-19,204676,P-1067,Replaced
6857,2024-10-13,271922,P-1068,Repaired
6858,2024-06-10,242904,P-1068,Repaired
6860,2025-01-21,178826,P-1087,Rejected
6861,2024-08-06,360626,P-1063,Repaired
6862,2025-10-06,178469,P-1081,Pending
6864,2025-03-15,203501,P-1065,Repaired
6865,2024-11-14,87169,P-1077,Replaced
6866,2023-05-03,318021,P-1057,Replaced
6868,2023-07-09,180304,P-1051,Repaired
6869,2025-12-11,69901,P-1096,Replaced
6870,2025-05-28,342489,P-1084,Replaced
6871,2025-03-24,37886,P-1088,Replaced
6873,2024-03-23,349020,P-1055,Replaced
6874,2024-12-29,141914,P-1052,Replaced
6879,2024-02-24,312947,P-1060,Repaired
6881,2025-10-15,150885,P-1108,Rejected
6882,2023-09-27,224375,P-1053,Repaired
6884,2025-09-12,112284,P-1096,Rejected
6888,2024-08-18,265129,P-1076,Repaired
6889,2025-04-13,26518,P-1069,Repaired
6891,2025-10-23,189866,P-1104,Replaced
6893,2024-11-03,17804,P-1067,Repaired
6895,2025-09-04,185381,P-1076,Pending
6896,2025-09-07,58750,P-1089,Repaired
6897,2025-06-04,241202,P-1078,Rejected
6898,2025-07-17,349234,P-1089,Rejected
6901,2024-11-21,145930,P-1078,Repaired
6902,2025-07-24,160851,P-1099,Repaired
6903,2025-04-15,316421,P-1095,Rejected
6904,2023-06-05,148970,P-1053,Repaired
6905,2024-08-14,67133,P-1066,Repaired
6906,2023-12-25,25236,P-1069,Repaired
6907,2025-02-09,47887,P-1079,Rejected
6908,2025-02-01,257596,P-1088,Replaced
6909,2025-01-27,325442,P-1076,Repaired
6911,2024-01-31,304918,P-1061,Repaired
6912,2025-07-07,285024,P-1104,Repaired
6913,2025-11-30,134713,P-1085,Replaced
6914,2025-11-22,276604,P-1053,Repaired
6915,2024-04-28,337468,P-1067,Repaired
6916,2023-09-29,263407,P-1052,Repaired
6918,2024-09-26,231110,P-1062,Replaced
6919,2025-07-29,176322,P-1081,Repaired
6920,2025-10-28,171347,P-1064,Repaired
6922,2025-06-26,334253,P-1049,Repaired
6923,2023-11-08,336074,P-1053,Repaired
6924,2025-03-02,239322,P-1086,Replaced
6926,2025-05-01,260704,P-1051,Repaired
6927,2024-06-17,228455,P-1065,Pending
6928,2025-03-31,27953,P-1065,Replaced
6929,2023-11-11,194467,P-1053,Rejected
6930,2025-08-12,121051,P-1076,Repaired
6931,2025-02-28,189702,P-1075,Rejected
6932,2024-07-19,201543,P-1066,Repaired
6933,2025-09-19,332683,P-1050,Pending
6934,2024-06-25,185352,P-1065,Repaired
6936,2023-04-21,326095,P-1053,Repaired
6939,2023-12-26,143298,P-1051,Repaired
6940,2023-11-05,253797,P-1059,Repaired
6941,2024-08-20,244633,P-1066,Replaced
6942,2025-10-02,58991,P-1059,Rejected
6943,2023-09-23,45984,P-1050,Repaired
6947,2025-07-27,224178,P-1090,Repaired
6948,2025-11-22,209187,P-1093,Repaired
6949,2024-03-26,15738,P-1070,Replaced
6950,2025-08-23,184855,P-1083,Replaced
6951,2025-06-14,357297,P-1074,Repaired
6953,2025-09-15,113612,P-1077,Rejected
6954,2025-11-09,12159,P-1102,Repaired
6955,2025-07-26,302245,P-1088,Pending
6956,2025-11-30,34458,P-1104,Rejected
6957,2025-02-02,345869,P-1082,Replaced
6960,2025-05-08,113052,P-1079,Pending
6961,2025-09-16,289351,P-1103,Repaired
6962,2023-12-28,100983,P-1050,Repaired
6964,2023-11-02,211220,P-1068,Repaired
6966,2024-12-05,131524,P-1078,Repaired
6968,2024-12-03,137308,P-1077,Repaired
6969,2025-07-21,142790,P-1104,Rejected
6970,2025-05-16,104172,P-1086,Repaired
6971,2025-05-11,206830,P-1089,Rejected
6972,2025-07-26,170516,P-1089,Repaired
6973,2024-11-23,307064,P-1072,Replaced
6974,2025-12-30,135755,P-1102,Pending
6975,2024-07-21,45157,P-1065,Rejected
6976,2024-12-24,81393,P-1052,Repaired
6977,2024-07-19,326832,P-1065,Pending
6979,2025-09-12,293672,P-1086,Repaired
6980,2023-12-10,343734,P-1051,Repaired
6982,2025-04-10,55624,P-1076,Repaired
6983,2025-04-01,93982,P-1061,Repaired
6984,2025-02-25,250105,P-1078,Repaired
6985,2025-02-27,72627,P-1085,Replaced
6986,2024-03-10,254825,P-1069,Replaced
6989,2025-10-08,103257,P-1071,Repaired
6991,2025-08-08,125100,P-1075,Pending
6992,2024-10-16,267279,P-1087,Rejected
6993,2025-05-11,108293,P-1086,Repaired
6994,2025-10-14,285032,P-1053,Repaired
6995,2024-03-01,267382,P-1067,Repaired
6998,2025-02-12,234599,P-1093,Repaired
6999,2024-12-31,310656,P-1086,Repaired
7001,2023-02-09,26649,P-1053,Repaired
7002,2024-06-25,194388,P-1067,Rejected
7003,2025-05-10,162409,P-1087,Replaced
7004,2023-10-14,128717,P-1053,Replaced
7005,2023-08-25,26283,P-1059,Replaced
7006,2023-09-13,171098,P-1051,Replaced
7007,2023-03-06,45853,P-1050,Repaired
7008,2025-09-07,24760,P-1084,Repaired
7010,2025-05-11,230903,P-1088,Repaired
7011,2024-05-25,207343,P-1062,Repaired
7012,2025-01-09,53363,P-1083,Repaired
7013,2025-04-23,85392,P-1080,Replaced
7014,2025-08-09,233243,P-1090,Repaired
7015,2025-07-15,346421,P-1067,Replaced
7016,2023-07-13,27802,P-1057,Repaired
7017,2024-03-20,217487,P-1065,Repaired
7018,2025-12-19,154617,P-1069,Replaced
7019,2025-02-25,188305,P-1088,Pending
7020,2025-08-05,34504,P-1064,Repaired
7021,2024-12-23,92089,P-1076,Replaced
7022,2025-08-07,293168,P-1093,Repaired
7023,2025-05-15,347698,P-1098,Replaced
7026,2024-12-25,266167,P-1088,Repaired
7031,2025-12-13,301727,P-1105,Repaired
7032,2025-12-13,193033,P-1102,Rejected
7033,2025-08-06,29304,P-1085,Replaced
7034,2025-01-25,302477,P-1077,Replaced
7035,2023-05-09,184217,P-1051,Replaced
7036,2023-01-09,280083,P-1051,Replaced
7037,2025-12-18,61489,P-1094,Rejected
7038,2025-04-12,272599,P-1093,Repaired
7039,2025-04-11,105411,P-1089,Replaced
7041,2025-10-09,186372,P-1101,Repaired
7042,2025-09-05,15091,P-1055,Repaired
7044,2025-01-15,247695,P-1088,Repaired
7045,2023-11-27,307525,P-1067,Repaired
7046,2025-10-14,21600,P-1089,Rejected
7049,2025-02-20,23940,P-1076,Pending
7050,2024-06-12,39878,P-1061,Repaired
7051,2025-10-07,141986,P-1102,Replaced
7052,2024-04-14,131861,P-1067,Replaced
7054,2025-05-22,139027,P-1089,Rejected
7055,2023-08-06,154571,P-1051,Replaced
7057,2025-10-11,83268,P-1068,Pending
7058,2023-01-26,178131,P-1052,Pending
7060,2025-11-10,208516,P-1094,Replaced
7061,2024-05-16,78277,P-1072,Replaced
7064,2025-04-02,219472,P-1093,Repaired
7066,2025-09-02,80208,P-1079,Repaired
7067,2025-04-28,51744,P-1094,Replaced
7068,2025-10-02,357193,P-1101,Repaired
7069,2025-03-28,154480,P-1074,Repaired
7070,2024-12-12,237735,P-1064,Repaired
7071,2025-02-17,176155,P-1088,Repaired
7075,2023-11-06,61096,P-1053,Repaired
7076,2025-02-12,133833,P-1093,Repaired
7077,2025-09-21,265808,P-1091,Rejected
7080,2024-12-02,67358,P-1058,Repaired
7081,2025-12-04,324300,P-1094,Replaced
7082,2024-01-30,315421,P-1063,Repaired
7083,2025-05-09,98960,P-1078,Rejected
7086,2024-03-01,206675,P-1065,Repaired
7088,2025-04-24,329175,P-1088,Replaced
7089,2023-12-02,300080,P-1066,Pending
7090,2025-08-04,116339,P-1071,Replaced
7091,2025-10-15,6449,P-1088,Repaired
7092,2023-09-14,169967,P-1051,Repaired
7093,2024-08-19,94735,P-1076,Repaired
7095,2025-06-01,270084,P-1085,Replaced
7096,2025-10-11,264423,P-1087,Repaired
7097,2025-11-28,216885,P-1102,Repaired
7098,2023-03-01,156569,P-1049,Repaired
7099,2025-10-03,200252,P-1082,Rejected
7100,2025-09-11,73550,P-1083,Repaired
7103,2025-01-01,224429,P-1078,Pending
7104,2025-06-06,99754,P-1095,Repaired
7107,2024-12-14,52807,P-1057,Repaired
7108,2025-08-16,277865,P-1088,Repaired
7109,2024-09-02,37650,P-1075,Pending
7110,2025-11-24,14816,P-1077,Repaired
7111,2025-01-30,38298,P-1078,Pending
7112,2025-10-28,99844,P-1080,Repaired
7113,2025-08-27,10481,P-1098,Repaired
7114,2023-11-03,248184,P-1053,Repaired
7115,2025-06-30,138672,P-1049,Pending
7116,2024-10-01,136734,P-1087,Rejected
7118,2023-10-28,262631,P-1067,Repaired
7119,2024-02-18,16548,P-1068,Repaired
7120,2025-03-17,237345,P-1069,Replaced
7123,2025-07-04,184225,P-1078,Rejected
7126,2025-04-14,3846,P-1051,Repaired
7128,2025-11-16,31310,P-1099,Repaired
7130,2025-12-04,196499,P-1089,Rejected
7131,2025-05-29,226991,P-1078,Repaired
7132,2025-12-01,268312,P-1102,Repaired
7133,2025-10-11,198015,P-1086,Pending
7134,2023-07-10,332591,P-1068,Repaired
7135,2024-10-27,146636,P-1088,Repaired
7137,2025-12-06,255413,P-1071,Rejected
7138,2025-10-19,359179,P-1053,Repaired
7140,2024-04-29,159781,P-1064,Rejected
7141,2024-11-09,2476,P-1084,Repaired
7142,2024-02-12,102254,P-1066,Replaced
7143,2025-08-17,54895,P-1075,Pending
7146,2025-12-30,266557,P-1080,Repaired
7147,2024-11-11,20510,P-1066,Replaced
7148,2025-11-27,188177,P-1077,Replaced
7149,2025-01-13,73293,P-1051,Replaced
7150,2025-04-05,222264,P-1081,Rejected
7151,2023-07-05,343742,P-1053,Repaired
7153,2025-04-20,17244,P-1088,Pending
7155,2025-05-06,110381,P-1088,Repaired
7156,2025-08-08,349626,P-1057,Repaired
7157,2025-12-01,107400,P-1094,Rejected
7158,2025-05-17,241503,P-1088,Replaced
7162,2025-07-20,209619,P-1075,Rejected
7163,2024-12-14,341629,P-1055,Repaired
7164,2024-06-17,115456,P-1065,Repaired
7165,2025-06-09,96119,P-1097,Repaired
7166,2024-10-30,106410,P-1088,Repaired
7167,2025-04-11,32131,P-1089,Replaced
7168,2025-05-29,203597,P-1073,Replaced
7169,2025-11-26,193788,P-1075,Repaired
7171,2025-10-14,328422,P-1102,Replaced
7172,2025-09-25,341994,P-1099,Repaired
7173,2025-04-29,257262,P-1087,Pending
7174,2025-11-09,328533,P-1091,Repaired
7175,2025-01-28,67573,P-1088,Repaired
7177,2024-10-06,287201,P-1076,Rejected
7178,2025-08-12,293659,P-1088,Repaired
7179,2024-04-17,265068,P-1058,Repaired
7180,2025-05-02,142418,P-1090,Repaired
7181,2024-02-24,66979,P-1067,Rejected
7182,2025-09-16,113127,P-1085,Replaced
7183,2025-02-07,41261,P-1050,Repaired
7184,2023-12-06,204539,P-1059,Replaced
7186,2024-07-12,30643,P-1069,Repaired
7187,2025-05-02,209197,P-1057,Repaired
7188,2024-04-02,263883,P-1063,Replaced
7190,2024-06-19,88623,P-1057,Replaced
7191,2023-12-06,321896,P-1057,Repaired
7192,2025-10-02,25377,P-1067,Repaired
7193,2025-08-28,199039,P-1068,Replaced
7194,2023-05-24,200712,P-1058,Replaced
7195,2025-12-03,262122,P-1103,Repaired
7196,2025-08-03,104134,P-1096,Repaired
7198,2024-10-20,317736,P-1072,Replaced
7199,2024-01-11,185420,P-1072,Repaired
7200,2025-05-03,129596,P-1052,Rejected
7201,2025-01-05,65941,P-1067,Repaired
7203,2024-04-22,336265,P-1062,Repaired
7204,2023-09-26,258617,P-1066,Repaired
7205,2023-08-11,266893,P-1053,Replaced
7206,2023-03-28,311421,P-1052,Repaired
7207,2024-02-02,343628,P-1068,Replaced
7208,2024-10-26,40022,P-1055,Repaired
7209,2023-11-16,147827,P-1067,Repaired
7211,2024-03-08,216115,P-1067,Replaced
7214,2023-05-30,221120,P-1051,Pending
7215,2025-10-18,55029,P-1079,Repaired
7216,2024-09-10,346782,P-1078,Repaired
7217,2025-08-20,25011,P-1086,Rejected
7218,2025-03-23,239809,P-1083,Repaired
7221,2024-01-07,251653,P-1068,Rejected
7222,2025-11-20,987,P-1052,Repaired
7223,2025-02-27,195419,P-1088,Rejected
7224,2025-10-27,243758,P-1087,Pending
7228,2025-02-22,85656,P-1075,Repaired
7229,2025-06-17,266149,P-1089,Repaired
7230,2025-01-24,294540,P-1081,Repaired
7231,2024-06-17,57402,P-1065,Rejected
7232,2025-08-23,123987,P-1051,Repaired
7233,2024-01-02,219946,P-1068,Replaced
7239,2025-02-03,343266,P-1074,Rejected
7241,2025-12-30,68074,P-1099,Repaired
7243,2024-07-07,161031,P-1074,Repaired
7244,2024-12-06,25075,P-1072,Repaired
7246,2024-12-21,327017,P-1084,Repaired
7247,2025-06-11,57138,P-1078,Repaired
7248,2024-03-24,77618,P-1061,Replaced
7249,2025-04-03,349212,P-1076,Rejected
7251,2025-09-03,299667,P-1084,Repaired
7252,2024-01-13,162260,P-1053,Pending
7253,2025-05-02,208111,P-1085,Repaired
7254,2025-07-30,294054,P-1093,Repaired
7255,2024-01-24,224360,P-1052,Repaired
7256,2024-06-26,105312,P-1066,Repaired
7257,2025-03-28,116950,P-1076,Replaced
7258,2025-10-06,341572,P-1086,Repaired
7259,2025-03-16,165351,P-1076,Repaired
7260,2025-01-14,141284,P-1077,Repaired
7261,2025-03-12,15138,P-1071,Repaired
7263,2024-10-11,143363,P-1075,Repaired
7265,2025-09-22,339057,P-1056,Repaired
7268,2023-05-03,89466,P-1053,Repaired
7269,2025-08-04,180813,P-1093,Repaired
7270,2024-08-28,215512,P-1052,Rejected
7271,2025-01-16,128753,P-1079,Replaced
7272,2025-10-07,10573,P-1103,Repaired
7273,2023-12-20,265059,P-1060,Rejected
7274,2025-02-26,351922,P-1076,Repaired
7276,2025-06-28,111219,P-1085,Repaired
7277,2025-07-04,18483,P-1086,Repaired
7279,2025-07-23,242791,P-1085,Repaired
7280,2025-02-16,69707,P-1052,Repaired
7281,2024-08-21,189396,P-1071,Replaced
7282,2024-09-17,288862,P-1065,Rejected
7284,2023-09-14,62041,P-1068,Repaired
7285,2023-07-16,8622,P-1059,Repaired
7286,2025-09-30,132392,P-1078,Repaired
7287,2025-05-18,183059,P-1080,Repaired
7288,2025-07-06,272509,P-1079,Rejected
7289,2025-10-04,209491,P-1093,Repaired
7290,2025-04-13,291159,P-1091,Repaired
7292,2025-12-02,163491,P-1062,Replaced
7293,2025-12-10,256478,P-1098,Repaired
7294,2025-08-18,190042,P-1052,Replaced
7295,2024-07-17,133449,P-1062,Repaired
7297,2025-12-19,189990,P-1103,Repaired
7298,2025-02-23,72484,P-1050,Repaired
7299,2023-11-04,359480,P-1068,Repaired
7300,2023-11-17,166981,P-1057,Repaired
7302,2024-02-17,86287,P-1068,Replaced
7303,2025-07-03,117453,P-1061,Repaired
7305,2025-03-31,46520,P-1076,Repaired
7306,2025-02-15,64570,P-1081,Repaired
